1,273,180,0,
, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7, Y7, X8, Y8, X9, Y9, X10, Y10, X11, Y11, X12, Y12, X13, Y13, X14, Y14, X15, Y15, X16, Y16, X17, Y17, X18, Y18, X19, Y19, X20, Y20, X21, Y21, X22, Y22, X23, Y23, X24, Y24, X25, Y25, X26, Y26, X27, Y27, X28, Y28, X29, Y29, X30, Y30, X31, Y31, X32, Y32, X33, Y33, X34, Y34, X35, Y35, X36, Y36, X37, Y37, X38, Y38, X39, Y39, X40, Y40, X41, Y41, X42, Y42, X43, Y43, X44, Y44, X45, Y45, X46, Y46, X47, Y47, X48, Y48, X49, Y49, X50, Y50, X51, Y51, X52, Y52, X53, Y53, X54, Y54, X55, Y55, X56, Y56, X57, Y57, X58, Y58, X59, Y59, X60, Y60, X61, Y61, X62, Y62, X63, Y63, X64, Y64, X65, Y65, X66, Y66, X67, Y67, X68, Y68, X69, Y69, X70, Y70, X71, Y71, X72, Y72, X73, Y73, X74, Y74, X75, Y75, X76, Y76, X77, Y77, X78, Y78, X79, Y79, X80, Y80, X81, Y81, X82, Y82, X83, Y83, X84, Y84, X85, Y85, X86, Y86, X87, Y87, X88, Y88, X89, Y89, X90, Y90
2.20180206.T10.ALN.F1.0f#160(152) ,11.09950,20.64150 ,29.72990,25.79810 ,63.21000,21.00450 ,14.16930,22.13860 ,11.11470,20.67180 ,11.59860,21.95710 ,12.73270,22.86450 ,14.00300,23.59030 ,15.30350,24.24060 ,16.66440,24.80010 ,18.05570,25.25370 ,19.47710,25.57130 ,20.92880,25.72250 ,22.38060,25.78300 ,23.84740,25.82840 ,25.29910,25.84350 ,26.76590,25.81330 ,28.21770,25.75280 ,29.68450,25.76790 ,29.77520,25.76790 ,31.22690,25.84350 ,32.67860,25.85860 ,34.14550,25.91910 ,35.58210,25.93420 ,37.03380,25.85860 ,38.50060,25.78300 ,39.95230,25.70740 ,41.40400,25.67720 ,42.87090,25.67720 ,44.32260,25.78300 ,45.77430,25.75280 ,47.21090,25.79810 ,48.66260,25.84350 ,50.09920,25.73760 ,51.55090,25.58640 ,52.97240,25.34450 ,54.37870,24.98150 ,55.78510,24.67910 ,57.14600,24.30110 ,58.55240,23.96840 ,59.59580,23.10640 ,60.77530,22.25960 ,62.12120,21.82100 ,63.25530,21.01960 ,63.25530,20.89860 ,61.72800,20.38450 ,60.17040,19.99130 ,58.58260,19.77960 ,56.97970,19.68880 ,55.37680,19.61320 ,53.77380,19.49230 ,52.15580,19.52250 ,50.55280,19.58300 ,48.94990,19.64350 ,47.36210,19.77960 ,45.75920,19.90060 ,44.17140,20.14250 ,42.58360,20.38450 ,40.98060,20.24840 ,39.37770,20.09710 ,37.77480,20.03670 ,36.17180,20.12740 ,34.56890,20.17270 ,32.95080,20.20300 ,31.34790,20.26350 ,29.74500,20.32400 ,28.12690,20.38450 ,26.52400,20.44490 ,24.92110,20.50540 ,23.31810,20.49030 ,21.70010,20.46010 ,20.09710,20.44490 ,18.50930,20.23320 ,16.93660,19.88540 ,15.36400,19.52250 ,13.79130,19.34100 ,12.20350,19.52250 ,11.20540,20.65670 ,63.14950,20.94400 ,58.35580,21.41280 ,53.56210,21.82100 ,48.76850,22.21420 ,43.97480,22.48640 ,39.18110,22.78890 ,34.41770,23.45420 ,29.60890,23.57520 ,14.13910,22.86450 ,14.97080,22.10840 ,14.13910,21.36740 ,13.41320,22.16890 
2.20180206.T10.ALN.F1.0f#162(153) ,8.11671,22.40580 ,28.60910,26.66480 ,61.36910,22.96130 ,11.44980,23.76370 ,8.08584,22.42120 ,8.82653,23.71740 ,10.12270,24.59700 ,11.54240,25.26050 ,13.00830,25.80060 ,14.50510,26.26360 ,16.01740,26.66480 ,17.57590,26.88080 ,19.08810,27.01970 ,20.70840,26.95800 ,22.26690,26.91170 ,23.82550,26.81910 ,25.39940,26.74190 ,26.95800,26.68020 ,28.53190,26.60300 ,28.65540,26.61850 ,30.07500,26.78820 ,31.47920,26.89620 ,32.89890,26.94250 ,34.31850,26.83450 ,35.73820,26.77280 ,37.17330,26.71110 ,38.59290,26.63390 ,40.01260,26.54130 ,41.43220,26.52590 ,42.85190,26.44870 ,44.25610,26.30990 ,45.67580,26.24810 ,47.09540,26.04750 ,48.49960,25.87780 ,49.90390,25.73890 ,51.32350,25.67720 ,52.72770,25.61550 ,54.10110,25.73890 ,55.52070,25.67720 ,56.92500,25.60000 ,58.32920,25.49200 ,59.68710,25.04450 ,60.84440,24.24210 ,61.38450,23.02310 ,61.38450,22.93050 ,60.62840,21.44910 ,59.65620,20.13750 ,57.95880,19.87510 ,56.27690,19.62820 ,54.54860,19.53560 ,52.89750,19.81340 ,51.32350,19.41220 ,49.59520,19.48940 ,48.19100,20.01400 ,46.55530,19.65910 ,44.85790,19.58190 ,43.19140,20.10660 ,41.52480,20.58500 ,39.82740,20.86270 ,38.11460,20.61580 ,36.37090,20.46150 ,34.67350,20.47690 ,32.96060,20.35350 ,31.21690,20.43060 ,29.48860,20.50780 ,27.74490,20.55410 ,26.03210,20.78560 ,24.28840,20.78560 ,22.54470,20.81640 ,20.80100,20.83190 ,19.07270,20.78560 ,17.32900,20.75470 ,15.60070,20.73930 ,13.87250,20.60040 ,12.17510,20.26090 ,10.44680,20.32260 ,8.88826,21.00160 ,8.17843,22.37500 ,61.33820,22.97680 ,55.92190,22.65270 ,50.50570,22.20520 ,45.10480,22.26690 ,39.75030,23.19280 ,34.41110,24.19580 ,29.02570,24.89020 ,23.59400,24.96740 ,11.21830,24.56620 ,12.25220,24.08780 ,11.72760,22.85330 ,10.60110,23.47060 
2.20180206.T10.ALN.F1.0f#165(154) ,12.63980,24.71720 ,33.06040,25.99830 ,67.65190,24.01410 ,15.93650,25.51400 ,12.63980,24.73280 ,13.57730,25.95150 ,14.87400,26.76390 ,16.35830,27.15450 ,17.85820,27.51390 ,19.37380,27.77950 ,20.92050,27.84200 ,22.45170,27.82630 ,23.98280,27.65450 ,25.48270,27.31080 ,26.98260,26.95140 ,28.48260,26.57640 ,29.99810,26.27960 ,31.52920,26.07650 ,33.06040,25.98270 ,33.18540,25.99830 ,34.65400,26.15460 ,36.12270,26.35770 ,37.60700,26.52960 ,39.07560,26.74830 ,40.55990,26.84200 ,42.04420,26.98260 ,43.52850,27.15450 ,44.99710,27.38890 ,46.46580,27.63890 ,47.93440,27.87320 ,49.43430,27.93570 ,50.91860,27.88880 ,52.41850,27.85760 ,53.90280,27.81070 ,55.38710,27.77950 ,56.88700,27.73260 ,58.37130,27.68570 ,59.85550,27.60760 ,61.33980,27.43570 ,62.80850,27.23260 ,64.16780,26.60770 ,65.51140,25.95150 ,66.71450,25.07650 ,67.66750,23.99850 ,67.63630,23.88910 ,66.66760,22.45170 ,65.02710,21.85800 ,63.33970,21.42050 ,61.60540,21.23300 ,59.85550,21.12360 ,58.12130,21.10800 ,56.37140,21.17050 ,54.63710,21.31110 ,52.88720,21.38930 ,51.15300,21.29550 ,49.40310,21.18610 ,47.66880,21.10800 ,45.91890,21.18610 ,44.20030,20.87370 ,42.59100,20.23310 ,40.90360,19.76440 ,39.21620,19.34250 ,37.49760,19.03000 ,35.76330,18.82690 ,34.02910,18.82690 ,32.29480,19.01440 ,30.56050,19.29560 ,28.85750,19.65500 ,27.17010,20.07680 ,25.48270,20.51430 ,23.74850,20.74870 ,22.09230,21.27990 ,20.43620,21.85800 ,18.70190,21.95170 ,16.96770,22.04550 ,15.28030,22.51420 ,13.78040,23.38910 ,12.60860,24.68590 ,67.57380,23.95160 ,61.44920,24.10780 ,55.30900,24.38910 ,49.20000,24.49840 ,43.38780,23.42040 ,37.26320,23.34230 ,31.13860,23.60790 ,25.15460,24.88900 ,16.13960,26.38890 ,17.10830,25.38900 ,15.84270,24.46720 ,15.01470,25.71710 
2.20180206.T11.ALN.F1.3f#166(155) ,11.81650,20.97430 ,31.50020,25.11000 ,64.86630,21.58060 ,15.31480,22.17140 ,11.78540,20.94320 ,12.50060,22.20250 ,13.76000,23.01100 ,15.12820,23.66410 ,16.52750,24.19270 ,17.97350,24.62800 ,19.41950,25.06340 ,20.91210,25.28100 ,22.42020,25.38990 ,23.94390,25.35880 ,25.45210,25.32770 ,26.96020,25.25000 ,28.46840,25.18780 ,29.97650,25.09450 ,31.48470,25.11000 ,31.56240,25.11000 ,32.99290,25.34320 ,34.42330,25.62310 ,35.85370,25.84080 ,37.29970,25.91850 ,38.74560,25.93410 ,40.20710,25.91850 ,41.63750,25.96520 ,43.08350,25.99630 ,44.52950,25.90300 ,45.95990,26.02740 ,47.40590,25.90300 ,48.85180,25.80970 ,50.31330,25.73190 ,51.71260,25.40540 ,53.14310,25.38990 ,54.58900,25.40540 ,56.01940,25.20330 ,57.41880,24.81460 ,58.86470,24.67470 ,60.31070,24.64360 ,61.71000,24.30150 ,62.98490,23.63300 ,64.07330,22.68450 ,64.83520,21.50290 ,64.92840,21.54950 ,64.10440,20.07250 ,62.70510,19.24840 ,61.04140,18.95300 ,59.40890,18.48660 ,57.72970,18.40880 ,56.03500,18.31550 ,54.34030,18.31550 ,52.64550,18.40880 ,50.96630,18.51770 ,49.27160,18.59540 ,47.57690,18.62650 ,45.92880,18.96860 ,44.29630,19.40390 ,42.61710,19.49720 ,40.96900,19.13960 ,39.27420,19.13960 ,37.62620,19.46610 ,35.96250,19.66820 ,34.26780,19.57490 ,32.57310,19.57490 ,30.89390,19.48160 ,29.19910,19.37280 ,27.56660,18.96860 ,25.87190,19.01520 ,24.17710,18.89080 ,22.48240,18.95300 ,20.81880,18.99970 ,19.18620,19.17070 ,17.52260,18.87530 ,15.82790,18.81310 ,14.14870,18.93750 ,12.68720,19.71490 ,11.90980,21.08310 ,64.86630,21.56510 ,59.26900,21.64280 ,53.67170,21.87600 ,48.09000,22.18700 ,42.49270,22.42020 ,36.94200,23.05770 ,31.34480,22.96440 ,25.76300,23.24430 ,15.12820,22.94880 ,16.12330,22.42020 ,15.56350,21.22300 ,14.45960,22.04710 
2.20180206.T11.ALN.F1.3f#169(156) ,12.18600,22.82000 ,33.69980,26.29290 ,67.00010,22.65100 ,15.21330,24.06470 ,12.17070,22.86610 ,12.98510,24.20300 ,14.39890,25.01750 ,15.88950,25.67830 ,17.44150,26.21610 ,19.00900,26.67710 ,20.62250,27.01520 ,22.25140,27.12280 ,23.89570,27.12280 ,25.52460,27.01520 ,27.16890,26.89230 ,28.79780,26.72320 ,30.42670,26.52340 ,32.05560,26.36980 ,33.69980,26.33900 ,33.83810,26.38510 ,35.28260,26.50810 ,36.68100,26.80000 ,38.14090,26.86150 ,39.58540,26.90760 ,41.02990,26.93840 ,42.47440,26.99980 ,43.93430,27.06130 ,45.37880,27.10740 ,46.82320,27.16890 ,48.26770,27.24570 ,49.71220,27.24570 ,51.15670,27.15350 ,52.61660,27.07670 ,54.04570,26.86150 ,55.49020,26.78470 ,56.93470,26.72320 ,58.37920,26.64640 ,59.82370,26.52340 ,61.25290,26.29290 ,62.65130,25.87800 ,64.01890,25.41700 ,65.32510,24.83310 ,66.43150,23.91110 ,67.01550,22.63560 ,66.96940,22.57410 ,65.97050,21.28330 ,64.40310,20.62250 ,62.72810,20.17690 ,61.03770,19.91560 ,59.31660,19.82340 ,57.59550,19.74660 ,55.87440,19.74660 ,54.15330,19.79270 ,52.43220,19.80810 ,50.71110,19.85420 ,48.99000,19.94640 ,47.26890,19.99250 ,45.54780,20.05390 ,43.84210,19.99250 ,42.13630,19.91560 ,40.50740,20.36130 ,38.80170,20.08470 ,37.08060,20.05390 ,35.35950,19.99250 ,33.63840,20.00780 ,31.91730,20.06930 ,30.19620,20.11540 ,28.49040,20.31520 ,26.78470,20.53030 ,25.07890,20.60710 ,23.35780,20.73010 ,21.63670,20.63790 ,19.99250,20.83770 ,18.27140,20.79160 ,16.56560,20.73010 ,14.84450,20.79160 ,13.26170,21.39090 ,12.20140,22.71240 ,66.92330,22.65100 ,62.32860,22.85070 ,57.71850,23.01980 ,53.10840,23.01980 ,48.51360,23.01980 ,43.90350,23.14270 ,39.35490,23.72660 ,34.76020,23.95720 ,15.19800,24.77160 ,16.01240,24.09550 ,15.25940,23.40390 ,14.47570,24.06470 
2.20180206.T11.ALN.F1.3f#170(157) ,11.04980,23.67130 ,30.03710,26.92490 ,66.29850,21.18790 ,12.99880,24.44150 ,11.03400,23.65560 ,12.08710,24.58300 ,13.36030,25.22740 ,14.64920,25.79320 ,16.00090,26.23330 ,17.35270,26.62630 ,18.72010,26.95640 ,20.13480,27.11360 ,21.53370,27.22360 ,22.94830,27.23930 ,24.36290,27.27070 ,25.77750,27.19210 ,27.19210,27.09780 ,28.59100,27.05070 ,30.00570,26.92490 ,30.13140,26.98780 ,31.71890,27.08210 ,33.27500,27.36500 ,34.84680,27.39650 ,36.43430,27.41220 ,38.02180,27.34930 ,39.59360,27.30220 ,41.18120,27.19210 ,42.75300,27.09780 ,44.34050,27.09780 ,45.91230,27.09780 ,47.49980,27.06640 ,49.08730,27.00350 ,50.65910,26.94070 ,52.23090,26.73630 ,53.81840,26.64200 ,55.35880,26.32770 ,56.93060,26.09190 ,58.47100,25.73040 ,59.99560,25.35310 ,61.52030,24.88160 ,62.96630,24.25290 ,64.38090,23.56130 ,65.63840,22.58680 ,66.28280,21.15640 ,66.33000,21.14070 ,64.85250,20.24480 ,63.13920,20.02470 ,61.41020,19.88330 ,59.69700,19.74180 ,57.96800,19.66320 ,56.23900,19.69470 ,54.51000,19.71040 ,52.78100,19.85180 ,51.05210,19.85180 ,49.32310,19.83610 ,47.59410,19.82040 ,45.86510,19.88330 ,44.15190,20.10330 ,42.47000,20.48060 ,40.74110,20.52770 ,39.02780,20.35480 ,37.31450,20.07190 ,35.60130,20.26050 ,33.88800,20.05620 ,32.15900,20.08760 ,30.43000,20.10330 ,28.76390,20.52770 ,27.05070,20.76350 ,25.32170,20.77920 ,23.59270,20.77920 ,21.86370,20.74780 ,20.13480,20.87350 ,18.40580,21.03070 ,16.67680,20.96780 ,14.94780,20.88920 ,13.23460,21.06210 ,11.80420,22.00520 ,11.06550,23.57700 ,66.26710,21.15640 ,60.34140,22.31960 ,54.35280,22.94830 ,48.33290,23.45130 ,42.32860,23.97000 ,36.37150,24.83440 ,30.38290,25.22740 ,24.34720,25.32170 ,12.90450,24.97590 ,13.70610,24.50440 ,13.12450,23.70270 ,12.38580,24.26860 
2.20180206.T11.ALN.F1.3f#173(158) ,12.00610,20.41650 ,32.54610,26.26530 ,65.91010,22.28380 ,14.41350,22.29920 ,11.99070,20.44740 ,12.56160,21.95970 ,13.73450,23.07080 ,15.10790,23.91960 ,16.52770,24.69120 ,18.02460,25.32390 ,19.56780,25.83320 ,21.15730,26.17270 ,22.76220,26.37330 ,24.36710,26.49670 ,25.98750,26.51220 ,27.60780,26.41960 ,29.22820,26.35790 ,30.84860,26.28070 ,32.46890,26.21900 ,32.63870,26.24980 ,34.07390,26.49670 ,35.47820,26.82080 ,36.92880,26.85170 ,38.37940,26.99060 ,39.83000,27.06770 ,41.28060,27.06770 ,42.73120,27.08320 ,44.18180,27.14490 ,45.63240,27.20660 ,47.08300,27.28380 ,48.51820,27.11400 ,49.96880,27.06770 ,51.41940,27.05230 ,52.87000,26.95970 ,54.28980,26.68190 ,55.72500,26.48130 ,57.17560,26.28070 ,58.61070,26.06460 ,60.06130,26.00290 ,61.41940,25.52450 ,62.73110,24.89180 ,64.04280,24.29000 ,65.32370,23.59550 ,65.91010,22.26840 ,65.91010,22.19120 ,64.79900,20.92580 ,63.20950,20.35480 ,61.57370,19.92270 ,59.90700,19.66040 ,58.20950,19.66040 ,56.51200,19.78380 ,54.90710,20.06160 ,53.28670,19.64490 ,51.58920,19.70670 ,50.03050,19.98440 ,48.33300,19.92270 ,46.66640,19.89180 ,45.01510,20.27760 ,43.31760,20.24680 ,41.65100,20.04620 ,39.96890,19.84560 ,38.27140,19.96900 ,36.60470,20.27760 ,34.96890,20.57090 ,33.28680,20.30850 ,31.60470,20.15420 ,29.90720,20.10790 ,28.20970,20.06160 ,26.51220,20.03070 ,24.81470,20.01530 ,23.11710,20.06160 ,21.43500,20.26220 ,19.78380,19.90730 ,18.16350,19.42890 ,16.49680,19.07400 ,14.81470,18.90420 ,13.16350,19.24370 ,12.03700,20.44740 ,65.81750,22.22210 ,59.89160,22.63870 ,53.95030,22.82390 ,48.00900,23.00910 ,42.09850,23.51840 ,36.18800,24.21280 ,30.26220,24.39800 ,24.32080,24.38260 ,13.96600,22.85480 ,14.99990,22.83940 ,14.90730,21.71280 ,13.91970,21.88260 
2.20180206.T12.ALN.F1.6f#175(159) ,10.57470,20.64950 ,30.98180,25.07330 ,63.79670,20.21010 ,13.08960,20.80100 ,10.55960,20.69490 ,11.62010,21.78570 ,12.95330,22.52810 ,14.39250,23.05830 ,15.83180,23.58860 ,17.27100,24.11880 ,18.74060,24.51270 ,20.25560,24.80060 ,21.77060,24.93690 ,23.30070,25.02780 ,24.84600,25.02780 ,26.37620,24.99750 ,27.90630,24.98240 ,29.43650,24.98240 ,30.96660,25.05810 ,31.05750,25.05810 ,32.46650,25.36110 ,33.90570,25.48230 ,35.34500,25.58840 ,36.79940,25.63380 ,38.23860,25.69440 ,39.67790,25.72470 ,41.13230,25.73990 ,42.57150,25.75500 ,44.01080,25.80050 ,45.46520,25.84590 ,46.90440,25.87620 ,48.34370,25.86110 ,49.78290,25.67930 ,51.22220,25.60350 ,52.61600,25.31570 ,53.99460,25.14900 ,55.43390,24.99750 ,56.85800,24.80060 ,58.26690,24.46730 ,59.63040,23.99760 ,60.91820,23.36130 ,61.99380,22.42200 ,62.81190,21.25550 ,63.79670,20.22530 ,63.82700,20.14950 ,62.53920,19.07390 ,61.03940,18.33150 ,59.38800,17.98310 ,57.72150,17.90730 ,56.03990,18.02850 ,54.37340,18.11940 ,52.69170,18.05880 ,51.01010,18.04370 ,49.35870,18.34670 ,47.70740,18.63450 ,46.04090,18.78600 ,44.37440,18.95270 ,42.69270,19.10420 ,41.05650,18.80120 ,39.39000,18.52850 ,37.72350,18.33150 ,36.05700,18.14970 ,34.39050,18.04370 ,32.70890,18.14970 ,31.02720,18.11940 ,29.36070,17.95280 ,27.69420,17.99820 ,26.01260,18.05880 ,24.34610,18.31640 ,22.67960,18.46790 ,21.01310,18.36180 ,19.33140,18.27090 ,17.66490,18.14970 ,15.98330,17.99820 ,14.31680,17.90730 ,12.65030,18.10430 ,11.30190,19.10420 ,10.58990,20.61920 ,63.75120,20.17980 ,57.79730,20.61920 ,51.84330,21.05850 ,45.90450,21.57360 ,39.95060,21.99780 ,34.01180,22.46750 ,28.04270,22.42200 ,22.07360,22.28570 ,13.08960,21.49790 ,13.78650,20.81610 ,13.11990,20.22530 ,12.43820,20.81610 
2.20180206.T12.ALN.F1.6f#177(160) ,12.24030,21.17870 ,33.15790,26.46180 ,63.24420,21.14800 ,14.54400,22.49950 ,12.27100,21.24010 ,12.87000,22.60700 ,14.17540,23.57450 ,15.60370,24.32710 ,17.07810,24.97210 ,18.62930,25.46360 ,20.19580,25.87820 ,21.77760,26.15470 ,23.40560,26.26220 ,25.01820,26.30830 ,26.63080,26.30830 ,28.25870,26.30830 ,29.87130,26.33900 ,31.49930,26.38500 ,33.11180,26.47720 ,33.23470,26.47720 ,34.58620,26.63080 ,35.93770,26.72290 ,37.28920,26.86110 ,38.64070,27.03010 ,39.99220,27.21440 ,41.34370,27.27580 ,42.71060,27.29120 ,44.06210,27.29120 ,45.42900,27.29120 ,46.78050,27.32190 ,48.14730,27.29120 ,49.49880,27.19900 ,50.85030,27.06080 ,52.21720,26.96860 ,53.56870,26.84580 ,54.79730,26.29290 ,56.11810,26.00110 ,57.45430,25.70930 ,58.74440,25.31000 ,60.04980,24.91070 ,61.27840,24.32710 ,62.43030,23.60520 ,63.24420,22.51480 ,63.27500,21.16330 ,63.22890,21.07120 ,61.89270,20.18040 ,60.52590,19.36640 ,58.92860,19.32040 ,57.37750,19.52000 ,55.85700,19.56610 ,54.29050,19.47390 ,52.70870,19.68900 ,51.12680,19.87330 ,49.54490,20.08830 ,47.97840,20.38010 ,46.39650,20.67190 ,44.83000,20.94830 ,43.29420,20.56440 ,41.75840,20.08830 ,40.17650,19.93470 ,38.61000,20.18040 ,37.05890,20.54900 ,35.46160,20.38010 ,33.86440,20.21110 ,32.28250,20.10360 ,30.71600,19.76570 ,29.13410,19.52000 ,27.53690,19.41250 ,25.93970,19.42790 ,24.34240,19.38180 ,22.74520,19.52000 ,21.14800,19.68900 ,19.61220,19.90400 ,18.06100,19.52000 ,16.47910,19.28960 ,14.89730,19.45860 ,13.39220,20.01150 ,12.27100,21.13260 ,63.19820,21.14800 ,57.74610,22.33050 ,52.18650,22.79130 ,46.61150,23.29810 ,41.08270,23.91240 ,35.53840,24.00460 ,29.94810,23.88170 ,24.37310,24.03530 ,14.32900,23.28270 ,15.28120,22.74520 ,14.83580,21.60870 ,13.92970,22.26910 
2.20180206.T12.ALN.F1.6f#178(161) ,8.17330,22.16510 ,29.57880,26.38850 ,65.62940,22.49940 ,11.27250,22.49940 ,8.17330,22.19550 ,9.10001,23.47160 ,10.49770,24.30720 ,12.00170,24.94530 ,13.49050,25.56810 ,15.04010,26.11500 ,16.60490,26.51000 ,18.23040,26.57080 ,19.85590,26.66200 ,21.48150,26.69230 ,23.12220,26.72270 ,24.74780,26.67720 ,26.37330,26.60120 ,27.99890,26.54040 ,29.62440,26.43410 ,29.63960,26.34290 ,31.18920,26.46450 ,32.73880,26.43410 ,34.28830,26.35810 ,35.83790,26.35810 ,37.40270,26.35810 ,38.96750,26.35810 ,40.51710,26.35810 ,42.06660,26.46450 ,43.63140,26.60120 ,45.18100,26.73790 ,46.73060,26.78350 ,48.29540,26.82910 ,49.84500,26.84430 ,51.40970,26.81390 ,52.95930,26.73790 ,54.52410,26.67720 ,56.08890,26.63160 ,57.63840,26.47970 ,59.17280,26.28220 ,60.70720,25.99350 ,62.15050,25.40100 ,63.54810,24.73260 ,64.79390,23.79070 ,65.65980,22.52970 ,65.72060,22.48420 ,64.49000,21.34480 ,62.83410,20.58520 ,61.20860,19.76480 ,59.53740,19.20270 ,57.71440,19.06600 ,55.90660,19.11150 ,54.08350,19.14190 ,52.26050,19.11150 ,50.43740,19.15710 ,48.61440,19.27860 ,46.80660,19.46100 ,44.99870,19.65840 ,43.17570,19.76480 ,41.38300,19.64330 ,39.62070,19.20270 ,37.79770,19.23310 ,35.97470,19.26350 ,34.15160,19.27860 ,32.32860,19.29380 ,30.50550,19.30900 ,28.68250,19.44580 ,26.87460,19.62810 ,25.08200,19.93190 ,23.27410,20.00790 ,21.45110,19.91670 ,19.62810,19.88630 ,17.82020,19.71920 ,15.99720,19.59770 ,14.17410,19.52170 ,12.35110,19.44580 ,10.55840,19.59770 ,9.05443,20.61550 ,8.21887,22.14990 ,65.58390,22.51450 ,59.34000,22.39300 ,53.08080,22.27150 ,46.83690,22.27150 ,40.59300,22.33220 ,34.42510,23.24380 ,28.18120,23.57800 ,21.93720,23.63880 ,11.28770,23.35010 ,12.00170,22.56010 ,11.30280,21.87650 ,10.61920,22.54490 
2.20180206.T12.ALN.F1.6f#180(162) ,12.06230,21.38120 ,31.60430,25.25890 ,64.89450,22.63800 ,14.88250,22.43870 ,12.04700,21.36580 ,12.89000,22.48470 ,14.16210,23.22040 ,15.51090,23.81820 ,16.92100,24.27800 ,18.34640,24.66110 ,19.77180,24.99830 ,21.24320,25.21290 ,22.69930,25.38150 ,24.18600,25.44280 ,25.65740,25.45810 ,27.12880,25.36620 ,28.60020,25.30490 ,30.08690,25.28960 ,31.55830,25.27420 ,31.65030,25.22820 ,33.04500,25.59610 ,34.45510,25.82600 ,35.89580,25.87200 ,37.33660,25.97930 ,38.77730,26.04060 ,40.21800,26.07120 ,41.65880,26.11720 ,43.09950,26.19380 ,44.54030,26.31650 ,45.98100,26.40840 ,47.42170,26.43910 ,48.86250,26.43910 ,50.30320,26.39310 ,51.74400,26.37780 ,53.18470,26.34710 ,54.62540,26.27050 ,56.06620,26.17850 ,57.50690,26.00990 ,58.93230,25.79530 ,60.35770,25.56540 ,61.70650,25.10560 ,63.05530,24.61520 ,64.28140,23.89480 ,64.90980,22.65330 ,64.94050,22.45410 ,64.12820,21.01330 ,62.62610,20.32360 ,61.01680,19.81780 ,59.36150,19.54190 ,57.69080,19.31200 ,56.00490,19.12810 ,54.31890,19.14340 ,52.63290,19.15880 ,50.96230,19.05150 ,49.27630,18.86750 ,47.59030,18.85220 ,45.90440,18.89820 ,44.41760,19.38870 ,42.76230,19.43460 ,41.07640,19.37330 ,39.39040,19.41930 ,37.70440,19.45000 ,36.01850,19.41930 ,34.33250,19.37330 ,32.64650,19.34270 ,30.96050,19.38870 ,29.27460,19.43460 ,27.60390,19.60320 ,25.96390,19.22010 ,24.29330,18.92880 ,22.60730,19.00550 ,20.92140,18.92880 ,19.25070,19.11280 ,17.58010,18.94420 ,15.89410,19.06680 ,14.22350,19.23540 ,12.62940,19.74120 ,12.16960,21.36580 ,64.94050,22.60730 ,59.34610,22.37740 ,53.82840,22.42340 ,48.28010,22.79120 ,42.71630,22.86790 ,37.18330,23.15910 ,31.61960,23.28170 ,26.07120,23.40430 ,14.86720,22.94450 ,15.44960,22.39270 ,14.86720,21.85630 ,14.43800,22.45410 
1.20180215.T13.KKB.F5.0f#181(163) ,14.24300,25.50490 ,33.91200,26.94030 ,59.98470,24.95290 ,17.49230,26.37250 ,14.25880,25.56800 ,15.20520,26.60910 ,16.53010,27.19270 ,17.93390,27.57120 ,19.38500,27.74470 ,20.83610,27.80780 ,22.28720,27.85510 ,23.73840,27.79200 ,25.18950,27.60270 ,26.64060,27.42920 ,28.07590,27.20840 ,29.52710,27.11380 ,30.97820,27.06650 ,32.44510,27.03490 ,33.89620,27.01910 ,33.99080,26.94030 ,35.11070,27.09800 ,36.23060,27.19270 ,37.35050,27.27150 ,38.48610,27.35040 ,39.60600,27.42920 ,40.72590,27.49230 ,41.86150,27.55540 ,42.98140,27.61850 ,44.10130,27.71320 ,45.23700,27.76050 ,46.35680,27.77630 ,47.49250,27.79200 ,48.61240,27.76050 ,49.74800,27.69740 ,50.86790,27.71320 ,51.98780,27.71320 ,53.12350,27.71320 ,54.24330,27.76050 ,55.34750,27.60270 ,56.42000,27.31880 ,57.46100,26.97180 ,58.51780,26.56170 ,59.38530,25.88350 ,59.98470,24.98440 ,60.04780,24.85820 ,59.30650,23.73840 ,57.99730,23.07590 ,56.67240,22.46080 ,55.30010,21.94020 ,53.89630,21.46710 ,52.47680,21.76670 ,51.07300,22.16110 ,49.63760,21.89290 ,48.17070,21.70360 ,46.70390,21.56170 ,45.23700,21.51440 ,43.77010,21.53010 ,42.30320,21.56170 ,40.83630,21.54590 ,39.36940,21.60900 ,37.90250,21.70360 ,36.41990,21.79830 ,34.95300,21.86140 ,33.48610,21.92450 ,32.01920,21.89290 ,30.56810,21.86140 ,29.10120,21.71940 ,27.63430,21.78250 ,26.16740,21.71940 ,24.70050,21.82980 ,23.26520,22.09800 ,21.86140,22.47650 ,20.45760,22.85510 ,19.05380,23.20210 ,17.60270,23.31250 ,16.19890,23.70680 ,14.82660,24.24310 ,14.24300,25.48920 ,60.03200,24.87400 ,55.42630,24.95290 ,50.83640,24.88980 ,46.23070,24.77940 ,41.64070,24.59010 ,37.08230,24.95290 ,32.49240,25.22100 ,27.88670,25.37880 ,17.49230,27.06650 ,18.76990,26.37250 ,17.53960,25.29990 ,16.57740,26.38820 
