1,273,180,0,
, X1, Y1, X2, Y2, X3, Y3, X4, Y4, X5, Y5, X6, Y6, X7, Y7, X8, Y8, X9, Y9, X10, Y10, X11, Y11, X12, Y12, X13, Y13, X14, Y14, X15, Y15, X16, Y16, X17, Y17, X18, Y18, X19, Y19, X20, Y20, X21, Y21, X22, Y22, X23, Y23, X24, Y24, X25, Y25, X26, Y26, X27, Y27, X28, Y28, X29, Y29, X30, Y30, X31, Y31, X32, Y32, X33, Y33, X34, Y34, X35, Y35, X36, Y36, X37, Y37, X38, Y38, X39, Y39, X40, Y40, X41, Y41, X42, Y42, X43, Y43, X44, Y44, X45, Y45, X46, Y46, X47, Y47, X48, Y48, X49, Y49, X50, Y50, X51, Y51, X52, Y52, X53, Y53, X54, Y54, X55, Y55, X56, Y56, X57, Y57, X58, Y58, X59, Y59, X60, Y60, X61, Y61, X62, Y62, X63, Y63, X64, Y64, X65, Y65, X66, Y66, X67, Y67, X68, Y68, X69, Y69, X70, Y70, X71, Y71, X72, Y72, X73, Y73, X74, Y74, X75, Y75, X76, Y76, X77, Y77, X78, Y78, X79, Y79, X80, Y80, X81, Y81, X82, Y82, X83, Y83, X84, Y84, X85, Y85, X86, Y86, X87, Y87, X88, Y88, X89, Y89, X90, Y90
0.20180108.T3.BLD.F3.6f#28(11) ,21.20680,24.25060 ,36.60740,26.78150 ,60.01440,24.48220 ,23.80390,24.59800 ,21.19030,24.31670 ,21.93470,25.19350 ,22.87760,25.87170 ,23.96940,26.20250 ,25.09420,26.48370 ,26.20250,26.79800 ,27.36050,26.89730 ,28.50190,26.94690 ,29.65980,26.98000 ,30.81770,27.01310 ,31.95910,26.96350 ,33.11710,26.93040 ,34.27500,26.86420 ,35.41640,26.79800 ,36.57440,26.78150 ,36.65710,26.81460 ,37.64960,26.83110 ,38.65870,26.91380 ,39.65120,26.99650 ,40.64370,27.04620 ,41.65280,27.06270 ,42.64530,27.09580 ,43.65430,27.16200 ,44.64690,27.24470 ,45.63940,27.29430 ,46.64840,27.29430 ,47.64100,27.27780 ,48.65000,27.26120 ,49.64250,27.21160 ,50.63510,27.14540 ,51.64410,27.09580 ,52.63660,27.06270 ,53.64570,26.99650 ,54.63820,26.91380 ,55.61420,26.69880 ,56.59020,26.48370 ,57.53310,26.15290 ,58.42630,25.70630 ,59.30310,25.21000 ,60.01440,24.51520 ,60.08050,24.43250 ,59.02190,23.77090 ,57.93010,23.15880 ,56.83830,22.57980 ,55.69690,22.06700 ,54.55550,21.63690 ,53.31490,21.48810 ,52.07420,21.43840 ,50.83360,21.37230 ,49.59290,21.32260 ,48.33570,21.35570 ,47.09510,21.38880 ,45.88750,21.67000 ,44.64690,21.76930 ,43.73700,21.40530 ,42.49640,21.43840 ,41.25570,21.45500 ,40.01510,21.55420 ,38.77440,21.65350 ,37.53380,21.45500 ,36.30970,21.47150 ,35.06900,21.58730 ,33.82840,21.70310 ,32.60430,21.62040 ,31.38020,21.45500 ,30.13950,21.55420 ,28.89890,21.67000 ,27.65820,21.76930 ,26.41760,21.78580 ,25.17690,21.95120 ,23.96940,22.21590 ,22.77830,22.59640 ,21.85200,23.39040 ,21.23990,24.28370 ,60.01440,24.44910 ,55.99470,24.48220 ,51.97500,24.51520 ,47.95530,24.56490 ,43.95210,24.61450 ,39.93240,24.82950 ,35.92920,25.16040 ,31.92610,25.52430 ,23.77090,25.50780 ,25.04460,24.92880 ,23.95280,23.70470 ,23.02650,24.59800 
0.20180108.T3.BLD.F3.6f#29(12) ,21.65050,24.29760 ,38.00680,26.69960 ,60.63770,25.60480 ,24.54270,24.64070 ,21.65050,24.33030 ,22.48380,25.21260 ,23.62760,25.62110 ,24.77140,25.98060 ,25.94790,26.30740 ,27.10810,26.66690 ,28.31720,26.73220 ,29.51000,26.86300 ,30.73550,26.91200 ,31.94470,26.92830 ,33.15390,26.86300 ,34.36300,26.83030 ,35.57220,26.76490 ,36.78130,26.66690 ,37.99050,26.68320 ,38.07220,26.74860 ,39.03630,26.87930 ,39.98400,26.99370 ,40.94800,27.12440 ,41.89580,27.25510 ,42.85980,27.38580 ,43.82390,27.43490 ,44.78790,27.50020 ,45.75200,27.59830 ,46.69970,27.72900 ,47.68010,27.77800 ,48.64420,27.81070 ,49.60820,27.85970 ,50.57230,27.89240 ,51.53640,27.90870 ,52.50040,27.92510 ,53.46450,27.89240 ,54.42850,27.82700 ,55.39260,27.72900 ,56.34030,27.59830 ,57.30440,27.41850 ,58.21940,27.15710 ,59.11810,26.78130 ,59.98410,26.35640 ,60.60510,25.62110 ,60.60510,25.52310 ,59.95150,24.47730 ,58.87300,23.87270 ,57.76190,23.34990 ,56.56910,23.02310 ,55.35990,22.76160 ,54.15080,22.50020 ,52.92530,22.35310 ,51.71610,22.14070 ,50.50690,21.84660 ,49.28140,21.69950 ,48.05590,21.74850 ,46.81410,21.87930 ,45.58860,21.76490 ,44.36310,21.89560 ,43.17030,22.18970 ,41.96110,22.50020 ,40.76830,22.79430 ,39.52650,22.81060 ,38.30100,22.76160 ,37.05910,22.77800 ,35.83360,22.82700 ,34.59180,22.87600 ,33.34990,22.89230 ,32.12440,22.90870 ,30.88260,22.92500 ,29.68980,22.64720 ,28.48060,22.35310 ,27.25510,22.28780 ,26.01330,22.23870 ,24.78780,22.28780 ,23.62760,22.74530 ,22.53290,23.30080 ,21.69950,24.21590 ,60.58870,25.58840 ,56.45470,25.34330 ,52.30430,25.14730 ,48.17030,24.96750 ,44.02000,24.67340 ,39.88590,24.88580 ,35.75190,25.22900 ,31.61790,25.52310 ,24.52630,25.57210 ,25.81720,24.62440 ,24.54270,23.69300 ,23.54590,24.65710 
0.20180109.T7.ALN.F3.0f#5(13) ,23.67370,24.51800 ,38.82150,25.31260 ,57.87630,23.77300 ,26.71980,24.65040 ,23.69020,24.60070 ,24.53450,25.32920 ,25.52780,25.84240 ,26.60390,26.15690 ,27.69650,26.33900 ,28.82230,26.40520 ,29.93140,26.40520 ,31.04060,26.25620 ,32.13330,26.07410 ,33.24240,25.90860 ,34.35160,25.72650 ,35.44430,25.57750 ,36.57000,25.47810 ,37.67920,25.39540 ,38.78840,25.29600 ,38.88770,25.32920 ,39.68230,25.49470 ,40.47700,25.70990 ,41.28820,25.85890 ,42.09940,25.89200 ,42.91060,25.92510 ,43.73830,25.95820 ,44.54950,25.97480 ,45.36070,26.02450 ,46.17190,26.07410 ,46.99960,26.09070 ,47.81080,26.14030 ,48.62200,26.17350 ,49.44980,26.19000 ,50.26100,26.20660 ,51.08870,26.19000 ,51.89990,26.10720 ,52.71110,26.00790 ,53.52230,25.89200 ,54.30040,25.64370 ,55.07850,25.41190 ,55.84000,25.11390 ,56.56840,24.74970 ,57.24720,24.28620 ,57.89280,23.78950 ,57.92590,23.72330 ,57.14790,22.96180 ,56.28700,22.28300 ,55.31030,21.83600 ,54.26730,21.50490 ,53.17470,21.40560 ,52.09860,21.37250 ,51.00600,21.35600 ,49.91330,21.35600 ,48.82070,21.43870 ,47.74460,21.45530 ,46.65200,21.43870 ,45.55940,21.37250 ,44.46670,21.40560 ,43.39070,21.45530 ,42.29800,21.45530 ,41.20540,21.35600 ,40.12930,21.35600 ,39.03670,21.37250 ,37.94410,21.43870 ,36.86800,21.58770 ,35.79190,21.73670 ,34.71580,21.88570 ,33.62320,21.98500 ,32.54710,22.05130 ,31.45450,22.05130 ,30.36190,22.16710 ,29.28580,22.33270 ,28.20970,22.43200 ,27.11710,22.48170 ,26.04100,22.61410 ,24.99810,22.91210 ,24.08750,23.50810 ,23.67370,24.51800 ,57.85970,23.75640 ,54.38320,23.75640 ,50.90660,23.70680 ,47.43010,23.65710 ,43.98660,23.34260 ,40.54320,23.69020 ,37.09980,24.05440 ,33.65630,24.56760 ,26.55420,25.52780 ,27.81240,24.91530 ,26.81910,23.75640 ,25.82580,24.58420 
0.20180109.T7.ALN.F3.0f#6(14) ,19.32050,23.11890 ,34.03700,25.68400 ,53.17670,22.95440 ,21.44170,24.02320 ,19.30410,23.18460 ,19.91250,24.12190 ,20.80040,24.79600 ,21.83630,25.20710 ,22.90510,25.56890 ,23.99030,25.81550 ,25.09200,26.02930 ,26.21010,26.11150 ,27.32830,26.14440 ,28.44640,26.07860 ,29.56450,26.04570 ,30.68260,25.97990 ,31.80080,25.89770 ,32.91890,25.79910 ,34.03700,25.68400 ,34.11920,25.68400 ,34.92490,25.83200 ,35.74710,25.86480 ,36.56920,25.88130 ,37.35850,25.66750 ,38.18060,25.63460 ,39.00280,25.65110 ,39.82490,25.63460 ,40.64710,25.61820 ,41.46920,25.60180 ,42.29140,25.58530 ,43.11350,25.55240 ,43.93570,25.48660 ,44.74140,25.35510 ,45.56360,25.28930 ,46.38570,25.17420 ,47.17500,24.97690 ,47.98070,24.77960 ,48.76990,24.54940 ,49.55920,24.36850 ,50.38140,24.28630 ,51.20350,24.18770 ,51.99280,23.97390 ,52.74910,23.66150 ,53.24240,23.00380 ,53.19310,22.87220 ,52.68340,21.98430 ,51.66390,21.88560 ,50.59510,21.77050 ,49.52630,21.68830 ,48.45750,21.67190 ,47.38870,21.62250 ,46.31990,21.60610 ,45.25110,21.58970 ,44.18230,21.52390 ,43.11350,21.63900 ,42.04480,21.65540 ,40.97600,21.62250 ,39.90720,21.55680 ,38.83840,21.62250 ,37.78600,21.83630 ,36.73370,21.96780 ,35.66490,21.95140 ,34.59610,21.93500 ,33.52730,21.91850 ,32.45850,21.90210 ,31.37320,21.95140 ,30.58400,22.46110 ,29.51520,22.42830 ,28.44640,22.36250 ,27.37760,22.29670 ,26.30880,22.24740 ,25.24000,22.28030 ,24.18770,22.21450 ,23.11890,22.03360 ,22.06650,21.91850 ,20.98130,21.88560 ,20.06050,22.34600 ,19.33700,23.10240 ,53.12730,22.95440 ,49.60850,23.20110 ,46.08970,23.39840 ,42.57090,23.59570 ,39.06860,23.92460 ,35.56620,24.25340 ,32.04740,24.58230 ,28.54500,24.87830 ,21.21150,24.63160 ,22.42830,24.48360 ,21.81990,23.20110 ,20.75110,23.76010 
0.20180109.T7.ALN.F3.0f#7(15) ,21.25740,18.29120 ,34.46150,23.77700 ,55.60720,25.62680 ,23.37830,19.43940 ,21.24140,18.32310 ,21.71980,19.24800 ,22.51720,19.91780 ,23.45800,20.36430 ,24.43080,20.74700 ,25.41950,21.11380 ,26.40820,21.44870 ,27.39690,21.76770 ,28.40160,22.03880 ,29.40630,22.30990 ,30.41090,22.59690 ,31.41560,22.88390 ,32.42030,23.17100 ,33.42490,23.48990 ,34.41360,23.80890 ,34.50930,23.85670 ,35.35450,24.19160 ,36.13590,24.67000 ,36.96510,25.06870 ,37.81030,25.38760 ,38.67150,25.69060 ,39.56450,25.92980 ,40.44160,26.18500 ,41.31870,26.42420 ,42.21170,26.61550 ,43.10470,26.79100 ,43.99780,26.96640 ,44.90680,27.07800 ,45.81570,27.09400 ,46.74070,27.10990 ,47.64960,27.07800 ,48.55860,27.01420 ,49.46760,27.04610 ,50.37660,27.06210 ,51.30150,27.03020 ,52.21050,26.91850 ,53.08760,26.66340 ,53.94870,26.39230 ,54.82580,26.10520 ,55.62310,25.67470 ,55.60720,25.54710 ,54.93740,24.70190 ,53.96460,24.19160 ,52.97590,23.72910 ,51.93940,23.39420 ,50.87090,23.17100 ,49.78650,22.99560 ,48.68620,22.88390 ,47.60180,22.82020 ,46.50150,22.74040 ,45.41710,22.64470 ,44.33270,22.50120 ,43.24830,22.29390 ,42.19580,21.99090 ,41.12730,21.79950 ,40.04290,21.57630 ,38.99040,21.28920 ,37.93790,20.98630 ,36.88540,20.66730 ,35.84890,20.31650 ,34.82820,19.94970 ,33.80760,19.55100 ,32.75510,19.21610 ,31.73450,18.83340 ,30.69800,18.45070 ,29.66140,18.09980 ,28.57700,17.95630 ,27.49260,17.79690 ,26.40820,17.62140 ,25.37170,17.28650 ,24.28730,17.23870 ,23.18690,17.31840 ,22.11850,17.57360 ,21.28920,18.27530 ,55.60720,25.61090 ,51.89150,25.41950 ,48.17590,25.16440 ,44.47620,24.79760 ,40.82430,24.01620 ,37.20440,23.18690 ,33.61630,22.19820 ,30.06010,21.08190 ,23.10720,20.01350 ,24.30320,19.94970 ,23.72910,18.61010 ,22.67660,19.12050 
0.20180109.T7.ALN.F3.0f#8(16) ,22.67810,27.93380 ,38.17220,28.47980 ,59.46800,24.19680 ,25.16940,27.83140 ,22.69510,27.98500 ,23.54830,28.75280 ,24.60630,29.16240 ,25.71540,29.43540 ,26.84170,29.58900 ,27.96790,29.75960 ,29.11120,29.70840 ,30.23740,29.58900 ,31.36360,29.40130 ,32.50690,29.23060 ,33.63310,29.04290 ,34.75940,28.88940 ,35.88560,28.70160 ,37.01180,28.58220 ,38.15510,28.47980 ,38.22340,28.49690 ,39.14480,28.56510 ,40.06630,28.63340 ,40.98770,28.59930 ,41.90920,28.56510 ,42.83060,28.49690 ,43.75210,28.42860 ,44.67360,28.36040 ,45.59500,28.25800 ,46.51650,28.20680 ,47.43790,28.05320 ,48.29110,27.76310 ,49.21260,27.69490 ,50.13400,27.67780 ,51.05550,27.60960 ,51.94280,27.37070 ,52.83010,27.08060 ,53.68330,26.75640 ,54.55360,26.43210 ,55.47510,26.34680 ,56.34530,26.14200 ,57.21560,25.80080 ,58.00050,25.34000 ,58.75140,24.79400 ,59.48510,24.23090 ,59.43390,24.14560 ,58.30770,23.87250 ,57.14730,23.80430 ,55.98700,23.75310 ,54.82660,23.71900 ,53.64920,23.66780 ,52.48890,23.63360 ,51.32850,23.59950 ,50.16820,23.58240 ,48.99070,23.54830 ,47.83040,23.51420 ,46.67000,23.54830 ,45.50970,23.58240 ,44.33230,23.56540 ,43.24020,23.83840 ,42.18220,24.28210 ,41.03890,24.50390 ,39.87860,24.67450 ,38.71820,24.82810 ,37.57490,24.94760 ,36.41460,25.06700 ,35.25420,25.18650 ,34.09390,25.28880 ,32.93350,25.23770 ,31.77320,25.15230 ,30.59580,25.06700 ,29.46950,25.10110 ,28.56510,25.74960 ,27.40480,25.66430 ,26.26150,25.57890 ,25.11820,25.76660 ,24.00900,26.15910 ,23.17290,26.92700 ,22.71220,27.93380 ,59.43390,24.24790 ,55.50920,24.99880 ,51.56740,25.61310 ,47.59150,25.83490 ,43.61560,26.07380 ,39.67380,26.70520 ,35.71500,27.28530 ,31.77320,27.89960 ,25.40830,28.70160 ,26.27860,27.66070 ,25.11820,27.01230 ,24.36740,27.93380 
0.20180109.T10.ALN.F1.0f#9(17) ,18.55630,25.15900 ,34.07710,29.10360 ,59.66490,25.07330 ,20.92300,25.93080 ,18.53920,25.19340 ,19.15660,26.15380 ,20.09980,26.87400 ,21.16310,27.40570 ,22.29500,27.76580 ,23.44400,28.07460 ,24.55880,28.46900 ,25.72500,28.67480 ,26.89120,28.89780 ,28.07460,29.03500 ,29.25790,29.08640 ,30.44120,29.12070 ,31.62460,29.12070 ,32.82510,29.10360 ,34.00840,29.08640 ,34.11130,29.13780 ,35.20890,29.22360 ,36.28940,29.25790 ,37.38700,29.15500 ,38.48460,29.03500 ,39.56510,28.94920 ,40.66270,28.86340 ,41.76030,28.81200 ,42.84070,28.74340 ,43.93830,28.69200 ,45.03590,28.62340 ,46.13350,28.55480 ,47.21400,28.46900 ,48.31160,28.36610 ,49.39200,28.28040 ,50.48960,28.17740 ,51.57000,28.14320 ,52.63330,27.90300 ,53.69670,27.61150 ,54.77710,27.38860 ,55.82320,27.11420 ,56.85230,26.70260 ,57.82980,26.23950 ,58.79020,25.70780 ,59.68200,25.07330 ,59.71630,25.00470 ,58.77310,24.11290 ,57.62400,23.63270 ,56.32060,23.56410 ,55.03430,23.39260 ,53.76520,23.23820 ,52.46190,23.30680 ,51.15840,23.22110 ,49.88930,23.15250 ,48.60310,23.13540 ,47.29970,23.11820 ,45.99630,23.08390 ,44.67570,23.03240 ,43.37240,22.94670 ,42.06890,22.91240 ,40.76560,22.84380 ,39.44500,22.80950 ,38.14160,22.75800 ,36.90680,23.15250 ,35.60340,23.11820 ,34.28280,23.10100 ,32.97950,22.96380 ,31.67600,22.84380 ,30.37260,22.74090 ,29.06920,22.77520 ,27.76580,22.70660 ,26.46240,22.60370 ,25.15900,22.51800 ,23.85560,22.48360 ,22.53510,22.50080 ,21.23170,22.53510 ,20.16840,23.22110 ,19.41380,24.21580 ,18.55630,25.05620 ,59.64770,25.03900 ,55.29160,25.29620 ,50.95270,25.55350 ,46.59650,25.81080 ,42.25760,25.74220 ,38.00440,26.65110 ,33.68260,27.09700 ,29.34360,27.14840 ,20.70000,26.59960 ,22.34640,26.34240 ,21.12880,24.98760 ,20.13410,25.67360 
0.20180109.T10.ALN.F1.0f#10(18) ,19.69900,24.32630 ,33.77910,28.30900 ,55.09770,24.21060 ,21.69860,25.10300 ,19.68250,24.34280 ,20.17820,25.31780 ,21.00450,26.01190 ,21.97960,26.50770 ,23.00420,26.90430 ,24.02880,27.28440 ,25.06990,27.61490 ,26.12760,27.87940 ,27.20180,28.06110 ,28.27600,28.22640 ,29.36670,28.30900 ,30.45740,28.35860 ,31.54810,28.37510 ,32.63890,28.34210 ,33.72960,28.34210 ,33.82870,28.32560 ,34.77070,28.40820 ,35.71270,28.49080 ,36.65470,28.45780 ,37.59660,28.42470 ,38.53860,28.37510 ,39.48060,28.30900 ,40.42260,28.22640 ,41.36460,28.16030 ,42.30660,28.14380 ,43.24850,28.12730 ,44.19050,28.02810 ,45.13250,27.96200 ,46.07450,27.86280 ,46.99990,27.73060 ,47.94190,27.61490 ,48.86740,27.44970 ,49.79280,27.30100 ,50.73480,27.16870 ,51.64380,26.92090 ,52.55270,26.63990 ,53.41200,26.25980 ,54.25490,25.84670 ,54.88280,25.13600 ,55.11420,24.22710 ,55.13070,24.17750 ,54.91590,23.15290 ,53.87480,22.73980 ,52.75100,22.64060 ,51.61070,22.59100 ,50.47040,22.54150 ,49.34660,22.44230 ,48.22290,22.59100 ,47.09910,22.69020 ,45.97530,22.83890 ,44.83500,22.90500 ,43.69470,22.98770 ,42.57100,23.13640 ,41.46370,23.30170 ,40.34000,23.46690 ,39.21620,23.63220 ,38.09240,23.63220 ,36.96870,23.69830 ,35.82840,23.68180 ,34.70460,23.69830 ,33.56430,23.81400 ,32.44050,23.89660 ,31.30020,23.96270 ,30.17650,23.99580 ,29.03620,24.01230 ,27.94550,23.73130 ,26.82170,23.54960 ,25.71450,23.31820 ,24.59070,23.13640 ,23.48340,22.90500 ,22.37620,22.70670 ,21.26900,22.93810 ,20.24430,23.36780 ,19.69900,24.27670 ,55.08120,24.21060 ,51.28020,24.60720 ,47.47920,25.00380 ,43.67820,25.40050 ,39.89380,25.54920 ,36.15890,26.25980 ,32.37440,26.65640 ,28.57350,26.60690 ,21.43420,25.68140 ,22.83890,25.64840 ,22.11180,24.26020 ,21.08720,24.75590 
0.20180109.T10.ALN.F1.0f#11(19) ,25.51770,25.79550 ,40.06460,29.11100 ,63.46450,24.99700 ,27.70500,26.80230 ,25.53510,25.76080 ,25.56980,26.10790 ,26.14270,26.76760 ,27.02800,27.51400 ,28.36460,28.10420 ,29.96160,28.67710 ,31.05530,28.98950 ,32.44400,29.19780 ,33.52020,29.31940 ,34.45760,29.33670 ,35.98520,29.33670 ,36.97470,29.31940 ,38.06830,29.23260 ,39.10980,29.18050 ,40.08190,29.12840 ,40.15140,29.14580 ,41.15820,29.35410 ,42.18240,29.37140 ,43.20660,29.30200 ,44.23070,29.26730 ,45.25490,29.26730 ,46.26170,29.23260 ,47.28590,29.18050 ,48.31010,29.16310 ,49.33430,29.21520 ,50.35850,29.21520 ,51.38260,29.16310 ,52.40680,29.11100 ,53.43100,29.05900 ,54.45520,28.95480 ,55.46200,28.79860 ,56.46880,28.60760 ,57.47560,28.41670 ,58.46510,28.19100 ,59.45460,27.91330 ,60.42670,27.56610 ,61.32930,27.08000 ,62.17990,26.50720 ,62.96110,25.84760 ,63.51660,24.99700 ,63.46450,24.85810 ,62.52710,24.11170 ,61.38140,23.78180 ,60.18370,23.66030 ,59.00320,23.55620 ,57.80550,23.43460 ,56.64240,23.19160 ,55.46200,22.96600 ,54.28160,22.79240 ,53.08380,22.70560 ,51.88610,22.79240 ,50.70560,22.94860 ,49.50790,22.94860 ,48.31010,23.01800 ,47.11230,23.08750 ,45.91460,23.03540 ,44.73410,22.86180 ,43.53640,22.82710 ,42.33860,22.86180 ,41.14080,22.91390 ,39.96040,22.94860 ,38.76260,22.96600 ,37.56490,23.05280 ,36.36710,23.13950 ,35.16930,23.22630 ,33.97160,23.24370 ,32.77380,23.24370 ,31.59340,23.33050 ,30.39560,23.38260 ,29.19780,23.34790 ,28.00010,23.27840 ,26.94120,23.78180 ,26.14270,24.66710 ,25.55240,25.70870 ,63.48190,24.94490 ,59.35040,25.46570 ,55.21900,25.91700 ,51.08750,26.38570 ,46.93870,26.78490 ,42.80730,27.21890 ,38.65850,27.60080 ,34.50970,27.89590 ,27.44460,27.44460 ,28.81590,27.42720 ,28.19100,25.89960 ,27.04530,26.48980 
0.20180109.T10.ALN.F1.0f#12(20) ,23.52530,23.76960 ,38.32460,26.56190 ,63.26350,23.64750 ,26.26530,24.24080 ,23.52530,23.80450 ,24.17100,24.65970 ,25.07850,25.30540 ,26.14310,25.65440 ,27.20770,25.98600 ,28.28970,26.23040 ,29.37170,26.47470 ,30.48860,26.50960 ,31.60560,26.56190 ,32.72250,26.57940 ,33.83940,26.54450 ,34.95640,26.52700 ,36.07330,26.47470 ,37.19020,26.49210 ,38.30710,26.56190 ,38.41190,26.56190 ,39.47640,26.75390 ,40.54100,26.89350 ,41.60560,26.98080 ,42.67010,26.98080 ,43.75220,26.98080 ,44.81670,27.03310 ,45.89880,27.06810 ,46.96330,27.15530 ,48.02790,27.27750 ,49.10990,27.34730 ,50.17450,27.32980 ,51.23910,27.24260 ,52.32110,27.17280 ,53.38570,27.10300 ,54.46770,27.05060 ,55.51480,26.87610 ,56.57940,26.66670 ,57.62650,26.43980 ,58.65620,26.16050 ,59.68580,25.86390 ,60.69810,25.51480 ,61.65790,25.02620 ,62.54800,24.43280 ,63.29840,23.66490 ,63.35080,23.59510 ,62.25130,22.96680 ,61.16930,22.32110 ,59.93020,22.12910 ,58.67360,21.97210 ,57.41710,21.88480 ,56.23030,21.50090 ,54.95630,21.51830 ,53.69980,21.51830 ,52.53050,21.95460 ,51.27400,21.84990 ,50.03490,22.11170 ,48.83070,22.46070 ,47.59160,22.72250 ,46.33510,22.70510 ,45.07850,22.63520 ,43.82200,22.60030 ,42.54800,22.56540 ,41.29140,22.49560 ,40.05230,22.33860 ,38.79580,22.18150 ,37.57420,22.25130 ,36.37000,22.61780 ,35.14830,22.86210 ,33.89180,22.68760 ,32.65270,22.49560 ,31.39610,22.30370 ,30.15710,22.14660 ,28.90050,22.04190 ,27.64400,21.95460 ,26.38740,21.79750 ,25.13090,21.83250 ,24.11870,22.58290 ,23.54270,23.69980 ,63.19370,23.59510 ,59.02270,24.01400 ,54.83420,24.18850 ,50.64570,24.39790 ,46.45720,24.46770 ,42.30360,24.83420 ,38.09770,24.88660 ,33.90920,24.86910 ,26.26530,25.07850 ,27.45200,24.25830 ,26.30020,23.26350 ,25.41010,24.25830 
0.20180109.T8.ALN.F3.3f#13(21) ,23.41320,26.35960 ,35.90030,29.60410 ,59.92730,25.71070 ,25.71070,26.72790 ,23.41320,26.41220 ,23.93940,27.16640 ,24.65840,27.81530 ,25.41260,28.42910 ,26.30700,28.76230 ,27.23650,29.04290 ,28.16600,29.34110 ,29.09550,29.58660 ,30.06010,29.74440 ,31.02470,29.76200 ,32.00690,29.74440 ,32.97140,29.72690 ,33.93600,29.70940 ,34.91820,29.65680 ,35.88270,29.63920 ,35.95290,29.63920 ,36.98760,29.56910 ,38.00480,29.51650 ,39.03960,29.51650 ,40.07430,29.49890 ,41.09150,29.53400 ,42.12630,29.56910 ,43.16100,29.51650 ,44.17820,29.39370 ,45.21300,29.30600 ,46.23020,29.28850 ,47.26490,29.28850 ,48.28210,29.14820 ,49.29930,29.00790 ,50.33410,28.88510 ,51.35130,28.79740 ,52.38600,28.69220 ,53.38570,28.46420 ,54.38530,28.21860 ,55.38500,27.99060 ,56.36710,27.65740 ,57.33170,27.27160 ,58.26120,26.85070 ,59.15570,26.35960 ,59.96240,25.71070 ,59.87470,25.60550 ,58.92770,24.99170 ,57.84030,24.64090 ,56.71790,24.44800 ,55.57790,24.41290 ,54.43800,24.39540 ,53.29800,24.37780 ,52.15800,24.43040 ,51.01800,24.44800 ,49.89560,24.39540 ,48.75560,24.32520 ,47.61570,24.25510 ,46.47570,24.27260 ,45.35330,24.41290 ,44.21330,24.51810 ,43.07330,24.60580 ,41.95090,24.67600 ,40.81090,24.65840 ,39.67100,24.62340 ,38.53100,24.57070 ,37.39100,24.51810 ,36.25100,24.55320 ,35.11110,24.64090 ,33.98860,24.69350 ,32.84870,24.64090 ,31.70870,24.58830 ,30.56870,24.51810 ,29.42880,24.46550 ,28.28880,24.41290 ,27.16640,24.46550 ,26.04390,24.71100 ,24.93900,24.99170 ,23.90430,25.44760 ,23.39570,26.35960 ,59.87470,25.69320 ,55.98130,25.97380 ,52.10540,26.30700 ,48.24700,26.79810 ,44.37110,27.20140 ,40.49520,27.56970 ,36.61930,27.93800 ,32.72590,28.16600 ,25.69320,27.60480 ,26.81560,26.72790 ,25.71070,25.88610 ,24.92150,26.78050 
0.20180109.T8.ALN.F3.3f#14(22) ,22.12800,25.22490 ,36.19370,26.64350 ,56.47050,26.24560 ,24.51550,25.12110 ,22.12800,25.22490 ,22.75080,26.03800 ,23.68510,26.50510 ,24.63660,26.86850 ,25.69200,26.90310 ,26.74730,27.00690 ,27.78540,27.05880 ,28.84080,26.98960 ,29.87880,26.86850 ,30.93420,26.73000 ,31.97220,26.62620 ,33.02760,26.59160 ,34.08300,26.57430 ,35.13830,26.59160 ,36.19370,26.62620 ,36.22830,26.64350 ,37.07600,26.85120 ,37.94110,26.92040 ,38.82340,26.86850 ,39.67120,27.02420 ,40.51890,27.23180 ,41.38400,27.38750 ,42.24900,27.49130 ,43.09680,27.68160 ,43.96180,27.82000 ,44.82690,27.97570 ,45.69190,28.04490 ,46.55700,28.09680 ,47.43930,28.14870 ,48.30440,28.20060 ,49.18670,28.20060 ,50.05180,28.21790 ,50.91680,28.13140 ,51.69540,27.76810 ,52.50850,27.87190 ,53.37360,27.78540 ,54.20400,27.50860 ,55.03450,27.19720 ,55.76110,26.73000 ,56.48780,26.24560 ,56.45320,26.21100 ,55.60540,25.50170 ,54.70580,24.89610 ,53.68500,24.46360 ,52.62960,24.20410 ,51.53970,24.03110 ,50.44970,23.91000 ,49.35980,23.77160 ,48.26980,23.61590 ,47.17980,23.47750 ,46.08990,23.30440 ,44.99990,23.26980 ,43.89260,23.26980 ,42.80270,23.21790 ,41.71270,23.14870 ,40.60540,23.13140 ,39.51550,23.04490 ,38.42550,22.99300 ,37.31830,22.99300 ,36.22830,22.97570 ,35.12100,22.94110 ,34.03110,22.92380 ,32.94110,23.01030 ,31.83380,23.04490 ,30.76120,22.90650 ,29.65390,22.82000 ,28.56400,22.78540 ,27.47400,22.76810 ,26.40130,22.76810 ,25.36330,22.56050 ,24.34250,22.94110 ,23.40830,23.51210 ,22.50860,24.13490 ,22.17990,25.15570 ,56.40130,26.22830 ,53.14870,25.96880 ,49.87880,25.72660 ,46.62620,25.46710 ,43.37360,25.19030 ,40.12100,25.03450 ,36.86840,24.98260 ,33.59850,24.82690 ,24.63660,26.03800 ,25.69200,25.15570 ,24.63660,24.20410 ,23.71970,25.19030 
